municipality,girls_perc,boys_perc,year,latitude,longitude,pop_2020
Ludvika,2.5,7.0,2016,60.14683076923073,15.116867307692305,26604
Ludvika,3.2,7.4,2020,60.14683076923073,15.116867307692305,26604
Luleå,1.8,4.9,2016,65.61214202898549,22.13445942028982,78549
Luleå,3.8,6.5,2020,65.61214202898549,22.13445942028982,78549
Lund,1.5,3.9,2016,55.70102352941178,13.213920588235304,125941
Lund,2.5,4.9,2020,55.70102352941178,13.213920588235304,125941
Lycksele,3.7,13.2,2016,64.67178857142855,18.660837142857133,12324
Lycksele,4.5,14.9,2020,64.67178857142855,18.660837142857133,12324
Lysekil,1.5,5.9,2016,58.31920731707319,11.44516585365853,14366
Lysekil,4.7,8.3,2020,58.31920731707319,11.44516585365853,14366
Malå,4.4,11.8,2016,65.2061,18.75303333333333,3024
Malå,6.3,12.7,2020,65.2061,18.75303333333333,3024
Malmö,1.4,3.2,2016,55.60333658969748,13.003550088809796,347949
Malmö,1.4,3.4,2020,55.60333658969748,13.003550088809796,347949
Mariestad,5.1,9.4,2016,58.63654166666663,13.871930555555547,24513
Mariestad,4.2,9.3,2020,58.63654166666663,13.871930555555547,24513
Mark,2.8,4.9,2016,57.47565660377357,12.614752830188673,34896
Mark,3.8,6.8,2020,57.47565660377357,12.614752830188673,34896
Markaryd,,2.3,2016,56.49996296296296,13.650344444444444,10373
Markaryd,1.3,4.2,2020,56.49996296296296,13.650344444444444,10373
Mellerud,2.3,5.6,2016,58.72681904761905,12.418590476190476,9312
Mellerud,1.9,7.1,2020,58.72681904761905,12.418590476190476,9312
Mjölby,2.6,5.4,2016,58.36916714285712,15.17452571428572,27960
Mjölby,2.7,6.6,2020,58.36916714285712,15.17452571428572,27960
Mölndal,2.0,4.5,2016,57.631622352941264,12.036796470588223,69901
Mölndal,2.7,6.1,2020,57.631622352941264,12.036796470588223,69901
Mönsterås,0.9,4.3,2016,57.039203125000014,16.341443750000003,13264
Mönsterås,1.2,3.8,2020,57.039203125000014,16.341443750000003,13264
Mora,3.6,8.8,2016,60.98937027027028,14.570148648648654,20492
Mora,4.7,8.0,2020,60.98937027027028,14.570148648648654,20492
Mörbylånga,,2.9,2016,56.62342499999998,16.442424999999997,15487
Mörbylånga,1.5,2.7,2020,56.62342499999998,16.442424999999997,15487
Motala,3.0,6.2,2016,58.53874285714287,15.11385535714287,43640
Motala,3.2,6.9,2020,58.53874285714287,15.11385535714287,43640
Mullsjö,,6.4,2016,57.91290625,13.893199999999998,7385
Mullsjö,1.5,6.6,2020,57.91290625,13.893199999999998,7385
Munkedal,3.3,7.1,2016,58.47760588235294,11.663470588235294,10582
Munkedal,5.2,9.1,2020,58.47760588235294,11.663470588235294,10582
Munkfors,,5.8,2016,59.85403333333334,13.554308333333331,3725
Munkfors,3.0,8.6,2020,59.85403333333334,13.554308333333331,3725
Nacka,3.3,5.6,2016,59.30361760000001,18.209370400000008,106505
Nacka,3.9,6.6,2020,59.30361760000001,18.209370400000008,106505
Nacka,3.9,6.6,2020,59.30361760000001,18.209370400000008,106505
Nässjö,1.3,3.4,2016,57.638576363636346,14.669800000000004,31563
Nässjö,2.5,4.8,2020,57.638576363636346,14.669800000000004,31563
Nora,2.0,3.7,2016,59.52281578947369,14.977700000000004,10686
Nora,2.9,6.9,2020,59.52281578947369,14.977700000000004,10686
Norberg,3.8,9.3,2016,60.06094666666669,15.915,5729
Norberg,6.5,11.4,2020,60.06094666666669,15.915,5729
Nordanstig,3.8,9.2,2016,61.9400857142857,17.218799999999998,9483
Nordanstig,3.6,9.8,2020,61.9400857142857,17.218799999999998,9483
Nordmaling,2.4,6.6,2016,63.58994374999999,19.51576875,7108
Nordmaling,2.9,8.0,2020,63.58994374999999,19.51576875,7108
Norrköping,0.9,2.6,2016,58.598326842105,16.171634210526356,143478
Norrköping,1.6,3.8,2020,58.598326842105,16.171634210526356,143478
Norrtälje,4.7,8.9,2016,59.82131176470588,18.64015647058823,63673
Norrtälje,6.0,10.5,2020,59.82131176470588,18.64015647058823,63673
Norrtälje,6.0,10.5,2020,59.82131176470588,18.64015647058823,63673
Norsjö,4.6,7.9,2016,64.9036111111111,19.6485,3945
Norsjö,4.9,15.3,2020,64.9036111111111,19.6485,3945
Nybro,1.5,3.6,2016,56.77502444444443,15.865020000000008,20273
Nybro,2.2,3.1,2020,56.77502444444443,15.865020000000008,20273
Nyköping,2.8,6.8,2016,58.75906034482763,16.994574137931014,57071
Nyköping,4.4,7.4,2020,58.75906034482763,16.994574137931014,57071
Nykvarn,6.7,10.4,2016,59.17809375000002,17.4416375,11222
Nykvarn,6.9,10.9,2020,59.17809375000002,17.4416375,11222
Nykvarn,6.9,10.9,2020,59.17809375000002,17.4416375,11222
Nynäshamn,5.0,12.4,2016,58.9463659090909,17.932018181818183,28811
Nynäshamn,5.9,9.9,2020,58.9463659090909,17.932018181818183,28811
Nynäshamn,5.9,9.9,2020,58.9463659090909,17.932018181818183,28811
Ockelbo,5.1,11.6,2016,60.89798750000001,16.506125000000004,5884
Ockelbo,4.9,16.4,2020,60.89798750000001,16.506125000000004,5884
Öckerö,4.6,8.7,2016,57.72485,11.640087499999998,12934
Öckerö,4.2,7.6,2020,57.72485,11.640087499999998,12934
Ödeshög,2.9,6.9,2016,58.301585714285736,14.93208571428571,5338
Ödeshög,2.8,3.6,2020,58.301585714285736,14.93208571428571,5338
Olofström,4.2,4.6,2016,56.347749999999984,14.72694583333333,13311
Olofström,4.1,6.2,2020,56.347749999999984,14.72694583333333,13311
Örebro,1.4,2.8,2016,59.26130684210519,15.219439473684186,156381
Örebro,2.1,4.7,2020,59.26130684210519,15.219439473684186,156381
Örkelljunga,4.7,6.2,2016,56.27533333333335,13.283905555555558,10451
Örkelljunga,6.4,8.9,2020,56.27533333333335,13.283905555555558,10451
Örnsköldsvik,1.4,5.1,2016,63.30139158878504,18.576257943925224,55807
Örnsköldsvik,3.0,5.8,2020,63.30139158878504,18.576257943925224,55807
Orsa,3.6,6.1,2016,61.09262857142858,14.643092857142856,6877
Orsa,7.0,8.3,2020,61.09262857142858,14.643092857142856,6877
Orust,2.5,7.6,2016,58.17411346153847,11.617157692307684,15315
Orust,5.4,9.5,2020,58.17411346153847,11.617157692307684,15315
Osby,2.1,8.7,2016,56.37502083333334,13.993541666666674,13198
Osby,3.5,11.1,2020,56.37502083333334,13.993541666666674,13198
Oskarshamn,2.6,6.6,2016,57.26990222222221,16.422077777777773,27147
Oskarshamn,2.2,5.9,2020,57.26990222222221,16.422077777777773,27147
Österåker,5.3,10.4,2016,59.481966666666665,18.333673809523823,46644
Österåker,5.5,10.0,2020,59.481966666666665,18.333673809523823,46644
Österåker,5.5,10.0,2020,59.481966666666665,18.333673809523823,46644
Östersund,1.6,4.0,2016,63.16879391891885,14.638939189189207,63985
Östersund,2.7,5.7,2020,63.16879391891885,14.638939189189207,63985
Östhammar,3.7,8.9,2016,60.19191860465114,18.162779069767435,22251
Östhammar,4.4,7.5,2020,60.19191860465114,18.162779069767435,22251
Östhammar,4.4,7.5,2020,60.19191860465114,18.162779069767435,22251
Östra Göinge,3.9,6.9,2016,56.188840000000006,14.104459999999998,15017
Östra Göinge,4.6,10.9,2020,56.188840000000006,14.104459999999998,15017
Ovanåker,3.3,5.3,2016,61.3447724137931,15.898734482758618,11672
Ovanåker,3.2,7.6,2020,61.3447724137931,15.898734482758618,11672
Överkalix,0.0,3.6,2016,66.28810833333333,22.798033333333333,3289
Överkalix,5.3,6.3,2020,66.28810833333333,22.798033333333333,3289
Övertorneå,0.0,,2016,66.42777857142855,23.638364285714285,4217
Övertorneå,4.7,,2020,66.42777857142855,23.638364285714285,4217
Oxelösund,4.1,5.3,2016,58.674523809523805,17.09704285714285,11995
Oxelösund,5.1,9.0,2020,58.674523809523805,17.09704285714285,11995
Pajala,2.2,3.0,2016,67.21007368421054,22.99225789473684,5966
Pajala,2.1,7.1,2020,67.21007368421054,22.99225789473684,5966
Partille,1.6,4.7,2016,57.7345673469388,12.098453061224497,39512
Partille,3.0,5.7,2020,57.7345673469388,12.098453061224497,39512
Perstorp,3.6,8.2,2016,56.15350624999999,13.432225000000004,7476
Perstorp,2.3,9.1,2020,56.15350624999999,13.432225000000004,7476
Piteå,2.3,5.2,2016,65.34648953488369,21.36863139534884,42226
Piteå,3.6,6.7,2020,65.34648953488369,21.36863139534884,42226
Ragunda,2.5,3.3,2016,62.9479,16.590166666666665,5208
Ragunda,,5.3,2020,62.9479,16.590166666666665,5208
Rättvik,1.7,2.8,2016,60.89294,15.103625,11047
Rättvik,3.6,8.6,2020,60.89294,15.103625,11047
Robertsfors,3.0,9.4,2016,64.1588,20.80325,6748
Robertsfors,3.7,7.4,2020,64.1588,20.80325,6748
Ronneby,2.3,4.5,2016,56.24347727272729,15.307904545454544,29372
Ronneby,3.7,5.9,2020,56.24347727272729,15.307904545454544,29372
Säffle,3.2,4.2,2016,59.16111379310344,12.902958620689658,15420
Säffle,2.8,5.8,2020,59.16111379310344,12.902958620689658,15420
Sala,5.8,9.0,2016,59.89841714285716,16.56838857142858,22867
Sala,6.4,10.3,2020,59.89841714285716,16.56838857142858,22867
Salem,5.5,10.6,2016,59.20000000000002,17.733299999999993,16959
Salem,5.4,10.1,2020,59.20000000000002,17.733299999999993,16959
Salem,5.4,10.1,2020,59.20000000000002,17.733299999999993,16959
Sandviken,6.4,10.0,2016,60.586747761194026,16.71037761194031,39290
Sandviken,4.6,9.0,2020,60.586747761194026,16.71037761194031,39290
Säter,4.5,6.4,2016,60.38383888888888,15.598383333333327,11161
Säter,7.1,5.4,2020,60.38383888888888,15.598383333333327,11161
Sävsjö,2.5,5.4,2016,57.40680526315787,14.638368421052627,11721
Sävsjö,2.4,5.5,2020,57.40680526315787,14.638368421052627,11721
Simrishamn,1.3,3.5,2016,55.567890000000006,14.246711999999995,19227
Simrishamn,1.8,4.3,2020,55.567890000000006,14.246711999999995,19227
Sjöbo,3.2,5.9,2016,55.62652692307692,13.724069230769231,19412
Sjöbo,4.4,7.4,2020,55.62652692307692,13.724069230769231,19412
Skara,2.2,5.0,2016,58.39462692307695,13.43791923076923,18695
Skara,3.1,8.7,2020,58.39462692307695,13.43791923076923,18695
Skellefteå,3.8,8.2,2016,64.76634424778756,20.766020353982327,72840
Skellefteå,5.1,8.8,2020,64.76634424778756,20.766020353982327,72840
Skinnskatteberg,4.4,4.2,2016,59.84888181818182,15.701299999999998,4366
Skinnskatteberg,4.5,5.6,2020,59.84888181818182,15.701299999999998,4366
Skövde,2.5,4.4,2016,58.40941549295775,13.83455352112676,56791
Skövde,2.3,6.0,2020,58.40941549295775,13.83455352112676,56791
Skurup,1.6,3.6,2016,55.46347999999999,13.545183333333334,16042
Skurup,2.3,5.2,2020,55.46347999999999,13.545183333333334,16042
Smedjebacken,2.5,5.5,2016,60.13507826086958,15.44405652173913,10854
Smedjebacken,4.8,8.5,2020,60.13507826086958,15.44405652173913,10854
Söderhamn,5.2,5.5,2016,61.30158372093023,17.047402325581395,25492
Söderhamn,5.7,6.6,2020,61.30158372093023,17.047402325581395,25492
Söderköping,1.4,4.3,2016,58.43744999999999,16.315112499999998,14616
Söderköping,2.4,4.6,2020,58.43744999999999,16.315112499999998,14616
Södertälje,4.4,8.4,2016,59.16960857142855,17.612682857142843,100111
Södertälje,4.2,7.8,2020,59.16960857142855,17.612682857142843,100111
Södertälje,4.2,7.8,2020,59.16960857142855,17.612682857142843,100111
Sollefteå,0.9,4.6,2016,63.17388181818185,17.21101136363637,18872
Sollefteå,1.6,5.2,2020,63.17388181818185,17.21101136363637,18872
Solna,2.2,5.5,2016,59.35754071856274,18.006005988023947,83162
Solna,3.6,7.6,2020,59.35754071856274,18.006005988023947,83162
Solna,3.6,7.6,2020,59.35754071856274,18.006005988023947,83162
Sölvesborg,2.3,5.9,2016,56.05936451612907,14.573967741935496,17456
Sölvesborg,6.3,10.0,2020,56.05936451612907,14.573967741935496,17456
Sorsele,,6.5,2016,65.394925,17.68455,2442
Sorsele,,6.7,2020,65.394925,17.68455,2442
Sotenäs,3.3,5.3,2016,58.3765157894737,11.264015789473683,9100
Sotenäs,5.8,9.8,2020,58.3765157894737,11.264015789473683,9100
Staffanstorp,2.2,5.9,2016,55.65203666666668,13.197426666666669,25883
Staffanstorp,3.5,6.7,2020,55.65203666666668,13.197426666666669,25883
Stenungsund,2.5,6.2,2016,58.05593846153848,11.83360512820513,27044
Stenungsund,2.8,4.3,2020,58.05593846153848,11.83360512820513,27044
Stockholm,2.9,6.0,2016,59.32567250922502,18.012277736777563,975551
Stockholm,4.1,7.6,2020,59.32567250922502,18.012277736777563,975551
Stockholm,4.1,7.6,2020,59.32567250922502,18.012277736777563,975551
Storfors,5.2,8.1,2016,59.53179999999999,14.272000000000002,3990
Storfors,6.6,10.7,2020,59.53179999999999,14.272000000000002,3990
Storuman,7.7,9.9,2016,65.1247888888889,17.059816666666666,5826
Storuman,10.2,14.6,2020,65.1247888888889,17.059816666666666,5826
Strängnäs,2.8,6.1,2016,59.34027500000005,17.06807499999999,37290
Strängnäs,4.0,8.1,2020,59.34027500000005,17.06807499999999,37290
Strömstad,3.1,6.0,2016,58.91881714285714,11.202022857142858,13244
Strömstad,2.5,4.6,2020,58.91881714285714,11.202022857142858,13244
Strömsund,1.4,2.7,2016,63.876544117647065,15.51994999999999,11488
Strömsund,2.9,6.2,2020,63.876544117647065,15.51994999999999,11488
Sundbyberg,1.9,4.8,2016,59.36091538461536,17.9726846153846,52801
Sundbyberg,2.8,6.3,2020,59.36091538461536,17.9726846153846,52801
Sundbyberg,2.8,6.3,2020,59.36091538461536,17.9726846153846,52801
Sundsvall,1.9,4.6,2016,62.389248473282215,17.296533969465717,99439
Sundsvall,2.5,5.9,2020,62.389248473282215,17.296533969465717,99439
Sunne,3.1,4.1,2016,59.84491304347826,13.134913043478258,13335
Sunne,3.3,4.8,2020,59.84491304347826,13.134913043478258,13335
Surahammar,2.4,6.4,2016,59.71210625000001,16.210500000000003,10092
